doc_id,customer_id,age,education,job,balance,duration,complaint,support_response,converted
123,CUST0012,34,secondary,management,10524.97,56,How can I check my credit card reward points balance?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
124,CUST0328,49,primary,services,2687.38,129,What is the penal interest rate for late credit card payments?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
125,CUST0588,30,tertiary,services,31.71,506,Hidden charges appeared on my credit card statement that were never disclosed at the time of application.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
126,CUST0201,44,secondary,blue-collar,19261.62,257,What is the process for converting my existing account to a zero-balance account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
127,CUST0127,28,tertiary,blue-collar,7469.24,216,What is the process for converting my existing account to a zero-balance account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
128,CUST0133,27,secondary,management,8856.85,116,Do you charge a fee for NEFT transfers done through the branch?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
129,CUST0683,34,primary,technician,14359.48,222,My monthly account statement shows transactions I did not authorize.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
130,CUST0114,70,tertiary,unknown,550.21,10,What is the penal interest rate for late credit card payments?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
131,CUST0157,62,tertiary,student,1444.4,176,How do I redeem credit card reward points for cashback?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
132,CUST0300,48,secondary,management,3026.23,161,I cancelled my mutual fund investment two weeks ago but the redemption amount has not been credited.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
133,CUST0483,21,tertiary,blue-collar,4024.49,85,The contactless payment feature on my new debit card is not working at any terminal.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
134,CUST0151,43,tertiary,unknown,10939.45,45,Can you explain the difference between a current account and a savings account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
135,CUST0226,53,tertiary,management,20765.09,329,A fund transfer I initiated three days ago has not reached the beneficiary account.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
136,CUST0344,34,tertiary,blue-collar,79673.96,11,What is the maximum amount I can transfer via IMPS in a single transaction?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
137,CUST0744,40,secondary,retired,1487.4,14,Can I apply for a loan top-up on my existing home loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
